horizontal_w_to_b,horizontal_b_to_w,vertical_w_to_b,vertical_b_to_w
49.411764705882355,2.3529411764705883,25.88235294117647,22.35294117647059
51.76470588235294,3.5294117647058822,20.0,24.705882352941178
42.857142857142854,9.523809523809524,23.80952380952381,23.80952380952381
61.53846153846154,3.076923076923077,18.461538461538463,16.923076923076923
45.45454545454546,9.090909090909092,22.72727272727273,22.72727272727273
57.64705882352941,2.3529411764705883,7.0588235294117645,32.94117647058824
55.55555555555556,5.555555555555555,18.51851851851852,20.37037037037037
64.44444444444444,4.444444444444445,11.11111111111111,20.0
54.09836065573771,3.278688524590164,16.393442622950822,26.229508196721312
69.44444444444444,2.7777777777777777,5.555555555555555,22.22222222222222
42.10526315789474,10.526315789473685,21.05263157894737,26.315789473684212
69.49152542372882,3.389830508474576,20.338983050847457,6.779661016949152
50.90909090909091,5.454545454545454,20.0,23.636363636363637
75.92592592592592,3.7037037037037037,7.407407407407407,12.962962962962964
47.5,3.75,20.0,28.75
52.459016393442624,3.278688524590164,18.0327868852459,26.229508196721312
51.61290322580645,3.225806451612903,22.58064516129032,22.58064516129032
45.0,10.0,25.0,20.0
52.8735632183908,2.2988505747126435,19.54022988505747,25.287356321839077
49.18032786885246,4.918032786885246,19.672131147540984,26.229508196721312
54.716981132075475,5.660377358490566,16.9811320754717,22.641509433962263
55.172413793103445,3.4482758620689653,17.241379310344826,24.137931034482758
61.79775280898877,3.370786516853933,20.224719101123597,14.606741573033709
42.10526315789474,10.526315789473685,21.05263157894737,26.315789473684212
77.58620689655172,3.4482758620689653,10.344827586206897,8.620689655172413
53.84615384615385,3.8461538461538463,23.076923076923077,19.23076923076923
77.77777777777777,3.1746031746031744,9.523809523809524,9.523809523809524
44.578313253012055,3.6144578313253017,20.481927710843376,31.32530120481928
53.6231884057971,2.898550724637681,20.28985507246377,23.18840579710145
54.411764705882355,2.9411764705882355,23.529411764705884,19.11764705882353
45.78313253012048,4.819277108433735,30.120481927710845,19.27710843373494
36.36363636363637,9.090909090909092,27.272727272727273,27.272727272727273
47.95918367346939,3.0612244897959187,35.714285714285715,13.26530612244898
62.33766233766234,2.5974025974025974,14.285714285714285,20.77922077922078
63.63636363636363,7.2727272727272725,12.727272727272727,16.363636363636363
44.18604651162791,3.488372093023256,25.581395348837212,26.74418604651163
50.0,3.7037037037037037,17.59259259259259,28.703703703703702
52.63157894736842,3.508771929824561,21.052631578947366,22.807017543859647
50.769230769230774,3.076923076923077,24.615384615384617,21.53846153846154
57.60869565217391,2.1739130434782608,19.565217391304348,20.652173913043477
61.445783132530124,2.4096385542168677,19.27710843373494,16.867469879518072
50.79365079365079,3.1746031746031744,19.047619047619047,26.984126984126984
53.191489361702125,4.25531914893617,17.02127659574468,25.53191489361702
50.98039215686274,7.8431372549019605,21.56862745098039,19.6078431372549
43.37349397590362,3.6144578313253017,21.68674698795181,31.32530120481928
56.0,8.0,20.0,16.0
52.54237288135593,3.389830508474576,22.033898305084744,22.033898305084744
64.28571428571429,7.142857142857142,11.904761904761905,16.666666666666668
46.753246753246756,2.5974025974025974,23.376623376623378,27.272727272727273
41.17647058823529,4.901960784313725,26.470588235294116,27.45098039215686
42.857142857142854,9.523809523809524,28.57142857142857,19.047619047619047
41.73913043478261,3.4782608695652173,30.434782608695652,24.34782608695652
56.89655172413793,3.4482758620689653,20.689655172413794,18.96551724137931
47.368421052631575,3.508771929824561,22.807017543859647,26.31578947368421
48.275862068965516,5.172413793103448,18.96551724137931,27.586206896551722
52.0,8.0,16.0,24.0
39.285714285714285,4.761904761904762,23.80952380952381,32.142857142857146
50.0,3.225806451612903,22.58064516129032,24.193548387096772
72.36842105263159,3.947368421052632,11.842105263157896,11.842105263157896
48.333333333333336,3.3333333333333335,20.0,28.333333333333336
76.38888888888889,4.166666666666666,6.944444444444445,12.5
58.0,4.0,20.0,18.0
44.30379746835443,5.063291139240507,21.518987341772153,29.113924050632914
68.42105263157896,2.6315789473684212,3.947368421052632,25.0
46.3768115942029,2.898550724637681,24.63768115942029,26.08695652173913
60.0,3.75,13.75,22.5
62.5,2.7777777777777777,12.5,22.22222222222222
50.0,3.3333333333333335,20.0,26.666666666666668
52.38095238095238,6.349206349206349,20.634920634920633,20.634920634920633
50.81967213114754,3.278688524590164,19.672131147540984,26.229508196721312
53.84615384615385,3.8461538461538463,21.153846153846153,21.153846153846153
54.16666666666667,8.333333333333334,16.666666666666668,20.833333333333336
55.31914893617021,8.51063829787234,17.02127659574468,19.148936170212764
49.152542372881356,3.389830508474576,18.64406779661017,28.813559322033896
52.63157894736842,3.508771929824561,19.298245614035086,24.561403508771928
62.5,3.125,12.5,21.875
51.06382978723404,8.51063829787234,21.27659574468085,19.148936170212764
51.92307692307693,3.8461538461538463,25.0,19.23076923076923
67.5,7.5,7.5,17.5
70.27027027027027,2.7027027027027026,10.81081081081081,16.216216216216218
56.36363636363636,3.6363636363636362,18.18181818181818,21.818181818181817
65.57377049180329,3.278688524590164,13.114754098360656,18.0327868852459
50.81967213114754,6.557377049180328,16.393442622950822,26.229508196721312
52.63157894736842,3.508771929824561,22.807017543859647,21.052631578947366
45.16129032258064,3.225806451612903,22.58064516129032,29.032258064516128
65.21739130434783,6.521739130434782,13.043478260869565,15.217391304347824
71.42857142857143,3.896103896103896,12.987012987012987,11.688311688311689
51.92307692307693,7.6923076923076925,21.153846153846153,19.23076923076923
40.0,3.5294117647058822,23.529411764705884,32.94117647058824
61.05263157894736,2.1052631578947367,25.263157894736842,11.578947368421051
50.0,5.0,23.333333333333336,21.666666666666668
55.10204081632653,8.16326530612245,22.448979591836736,14.285714285714286
50.0,3.225806451612903,20.96774193548387,25.806451612903224
66.66666666666667,6.666666666666667,11.11111111111111,15.555555555555557
53.12500000000001,2.0833333333333335,25.0,19.791666666666668
33.33333333333333,2.150537634408602,34.40860215053763,30.10752688172043
38.095238095238095,9.523809523809524,28.57142857142857,23.80952380952381
51.388888888888886,2.7777777777777777,25.0,20.833333333333332
61.76470588235294,4.411764705882353,19.11764705882353,14.705882352941178
38.46153846153846,7.6923076923076925,23.076923076923077,30.76923076923077
46.42857142857143,4.464285714285714,33.035714285714285,16.071428571428573
64.0,6.0,12.0,18.0
59.45945945945946,2.7027027027027026,16.216216216216218,21.62162162162162
53.333333333333336,3.3333333333333335,18.333333333333336,25.0
54.3859649122807,3.508771929824561,14.035087719298245,28.07017543859649
64.58333333333334,6.25,8.333333333333334,20.833333333333336
50.847457627118644,3.389830508474576,22.033898305084744,23.728813559322035
60.25641025641026,2.5641025641025643,14.102564102564104,23.07692307692308
30.18867924528302,4.716981132075472,33.0188679245283,32.075471698113205
50.847457627118644,3.389830508474576,23.728813559322035,22.033898305084744
50.90909090909091,3.6363636363636362,25.454545454545453,20.0
58.333333333333336,8.333333333333334,8.333333333333334,25.0
55.0561797752809,3.370786516853933,13.483146067415731,28.08988764044944
50.0,3.5714285714285716,23.214285714285715,23.214285714285715
63.63636363636364,4.545454545454546,9.090909090909092,22.72727272727273
57.74647887323943,2.816901408450704,15.492957746478872,23.943661971830984
59.523809523809526,4.761904761904762,9.523809523809524,26.19047619047619
62.85714285714286,2.857142857142857,7.142857142857143,27.142857142857142
50.87719298245614,3.508771929824561,15.789473684210526,29.82456140350877
