horizontal_w_to_b,horizontal_b_to_w,vertical_w_to_b,vertical_b_to_w
46.15384615384615,3.4188034188034186,17.94871794871795,32.47863247863248
35.0,10.0,25.0,30.0
43.75,2.0833333333333335,30.208333333333336,23.958333333333336
45.88235294117647,2.3529411764705883,28.235294117647058,23.529411764705884
40.0,3.8095238095238093,44.76190476190476,11.428571428571427
50.0,11.11111111111111,22.22222222222222,16.666666666666664
50.0,3.488372093023256,33.72093023255814,12.790697674418606
34.78260869565217,8.695652173913043,30.43478260869565,26.08695652173913
49.52380952380952,2.8571428571428568,20.952380952380953,26.666666666666664
75.64102564102565,3.8461538461538467,5.128205128205129,15.384615384615387
47.61904761904761,3.1746031746031744,25.396825396825395,23.809523809523807
55.238095238095234,3.8095238095238093,13.333333333333332,27.619047619047617
57.534246575342465,5.47945205479452,8.21917808219178,28.767123287671232
44.736842105263165,2.6315789473684212,30.263157894736842,22.368421052631582
67.74193548387096,3.225806451612903,9.677419354838708,19.354838709677416
35.1063829787234,2.127659574468085,24.46808510638298,38.29787234042553
73.75,3.75,5.0,17.5
45.90163934426229,3.278688524590164,29.508196721311478,21.311475409836067
53.0,4.0,21.0,22.0
34.12698412698413,3.1746031746031744,37.3015873015873,25.396825396825395
40.0,2.857142857142857,25.714285714285715,31.42857142857143
63.26530612244898,6.122448979591837,8.16326530612245,22.448979591836736
35.294117647058826,2.3529411764705883,29.411764705882355,32.94117647058824
56.32183908045977,3.4482758620689653,20.689655172413794,19.54022988505747
37.80487804878049,2.4390243902439024,34.146341463414636,25.609756097560975
47.76119402985075,2.985074626865672,22.388059701492537,26.865671641791046
34.48275862068965,3.4482758620689653,40.51724137931034,21.551724137931032
44.44444444444444,11.11111111111111,27.77777777777778,16.666666666666664
40.95238095238095,3.8095238095238093,36.19047619047619,19.047619047619047
67.6923076923077,4.615384615384616,6.153846153846154,21.53846153846154
42.465753424657535,2.73972602739726,31.506849315068493,23.28767123287671
50.526315789473685,4.2105263157894735,16.842105263157894,28.421052631578945
64.28571428571429,2.857142857142857,8.571428571428571,24.285714285714285
43.47826086956522,2.898550724637681,26.08695652173913,27.536231884057973
45.3125,6.25,12.5,35.9375
48.67256637168142,3.5398230088495577,19.469026548672566,28.31858407079646
72.22222222222221,4.166666666666666,4.166666666666666,19.444444444444443
53.409090909090914,3.409090909090909,13.636363636363637,29.545454545454547
42.307692307692314,2.5641025641025643,29.48717948717949,25.641025641025642
56.97674418604652,2.3255813953488373,5.813953488372094,34.88372093023256
45.0,3.3333333333333335,30.0,21.666666666666668
51.851851851851855,7.407407407407407,20.37037037037037,20.37037037037037
45.3125,3.125,23.4375,28.125
63.04347826086956,6.521739130434782,6.521739130434782,23.913043478260867
36.0,4.0,29.333333333333332,30.666666666666664
31.654676258992804,4.316546762589928,45.32374100719424,18.70503597122302
36.36363636363637,9.090909090909092,27.272727272727273,27.272727272727273
43.01075268817204,2.150537634408602,23.655913978494624,31.18279569892473
58.139534883720934,6.976744186046512,9.30232558139535,25.581395348837212
