horizontal_w_to_b,horizontal_b_to_w,vertical_w_to_b,vertical_b_to_w
53.65853658536585,4.878048780487805,25.609756097560975,15.853658536585366
47.61904761904762,9.523809523809524,23.80952380952381,19.047619047619047
48.86363636363637,4.545454545454546,28.40909090909091,18.181818181818183
45.833333333333336,8.333333333333334,25.0,20.833333333333336
52.8735632183908,3.4482758620689653,33.33333333333333,10.344827586206897
45.65217391304348,3.260869565217391,35.869565217391305,15.217391304347824
39.285714285714285,7.142857142857143,25.0,28.571428571428573
47.252747252747255,5.4945054945054945,31.868131868131872,15.384615384615387
38.392857142857146,3.5714285714285716,32.142857142857146,25.892857142857146
39.130434782608695,8.695652173913043,30.43478260869565,21.73913043478261
54.02298850574712,3.4482758620689653,33.33333333333333,9.195402298850574
62.96296296296296,3.7037037037037033,18.51851851851852,14.814814814814813
40.74074074074074,7.407407407407407,25.925925925925927,25.925925925925927
44.0,4.0,37.0,15.0
43.13725490196078,2.941176470588235,40.19607843137255,13.72549019607843
40.0,8.0,28.0,24.0
46.55172413793103,4.310344827586206,27.586206896551722,21.551724137931032
51.61290322580645,4.838709677419354,19.354838709677416,24.193548387096772
61.53846153846154,5.769230769230769,9.615384615384615,23.076923076923077
46.57534246575342,2.73972602739726,20.54794520547945,30.136986301369863
41.23711340206185,3.092783505154639,27.83505154639175,27.83505154639175
40.17857142857143,4.464285714285714,27.67857142857143,27.67857142857143
43.47826086956522,8.695652173913043,17.391304347826086,30.43478260869565
48.75,3.75,26.25,21.25
57.407407407407405,3.7037037037037037,9.25925925925926,29.62962962962963
46.666666666666664,2.6666666666666665,24.0,26.666666666666664
46.25,3.75,26.25,23.75
54.310344827586206,3.4482758620689653,18.103448275862068,24.137931034482758
58.51063829787234,2.127659574468085,13.829787234042552,25.53191489361702
70.12987012987013,3.896103896103896,9.09090909090909,16.883116883116884
50.81967213114754,6.557377049180328,21.311475409836067,21.311475409836067
60.714285714285715,5.357142857142858,10.714285714285715,23.214285714285715
54.78260869565217,3.4782608695652173,20.869565217391305,20.869565217391305
55.208333333333336,2.0833333333333335,13.541666666666668,29.166666666666668
66.66666666666667,4.166666666666667,8.333333333333334,20.833333333333336
56.36363636363636,7.2727272727272725,7.2727272727272725,29.09090909090909
69.87951807228916,2.4096385542168677,6.024096385542169,21.68674698795181
75.34246575342465,2.73972602739726,9.58904109589041,12.32876712328767
47.36842105263158,2.6315789473684212,22.368421052631582,27.631578947368425
58.18181818181818,1.8181818181818181,21.818181818181817,18.18181818181818
54.6875,3.125,17.1875,25.0
64.15094339622641,3.7735849056603774,7.547169811320755,24.528301886792452
54.16666666666667,2.0833333333333335,13.541666666666668,30.208333333333336
61.25,3.75,20.0,15.0
40.0,6.666666666666667,26.666666666666668,26.666666666666668
51.61290322580645,3.225806451612903,17.741935483870968,27.419354838709676
72.94117647058823,2.3529411764705883,11.764705882352942,12.941176470588236
50.0,3.0303030303030303,22.727272727272727,24.242424242424242
58.333333333333336,2.380952380952381,11.904761904761905,27.38095238095238
70.1492537313433,4.477611940298508,7.462686567164179,17.910447761194032
49.25373134328358,2.985074626865672,20.895522388059703,26.865671641791046
37.234042553191486,3.1914893617021276,25.53191489361702,34.04255319148936
42.71844660194175,3.883495145631068,36.89320388349515,16.50485436893204
42.30769230769231,7.6923076923076925,26.923076923076923,23.076923076923077
53.96825396825397,6.349206349206349,7.936507936507936,31.746031746031743
58.8235294117647,5.88235294117647,13.72549019607843,21.56862745098039
65.90909090909092,4.545454545454546,11.363636363636365,18.181818181818183
47.76119402985075,2.985074626865672,16.417910447761194,32.83582089552239
