target_names,left_zone,right_zone,upper_zone,down_zone,target
O,26.923076923076923,23.07692307692308,23.24058919803601,26.759410801963995,0
O,27.98913043478261,22.01086956521739,24.72826086956522,25.27173913043478,0
O,26.391096979332275,23.60890302066773,23.13195548489666,26.86804451510334,0
O,27.47747747747748,22.52252252252252,25.825825825825827,24.174174174174176,0
O,25.628930817610062,24.371069182389935,23.663522012578614,26.336477987421382,0
O,26.578073089700997,23.421926910299003,24.66777408637874,25.332225913621265,0
O,26.761744966442954,23.23825503355705,24.496644295302016,25.503355704697988,0
O,26.597444089456868,23.40255591054313,25.47923322683706,24.52076677316294,0
1,23.210633946830267,26.789366053169736,26.175869120654397,23.824130879345603,1
1,22.242990654205606,27.75700934579439,27.75700934579439,22.242990654205606,1
1,29.876796714579054,20.123203285420942,25.872689938398356,24.12731006160164,1
1,34.08662900188324,15.913370998116761,25.706214689265536,24.293785310734464,1
1,37.8698224852071,12.1301775147929,25.34516765285996,24.65483234714004,1
1,33.239171374764595,16.760828625235405,25.51789077212806,24.482109227871938,1
1,33.333333333333336,16.666666666666668,25.44326241134752,24.55673758865248,1
1,18.29044117647059,31.709558823529413,27.573529411764707,22.426470588235297,1
1,38.43283582089553,11.567164179104479,24.720149253731346,25.279850746268657,1
1,30.396825396825395,19.6031746031746,27.3015873015873,22.698412698412696,1
1,32.99445471349353,17.00554528650647,24.861367837338264,25.13863216266174,1
1,26.80672268907563,23.193277310924373,26.722689075630253,23.27731092436975,1
1,24.503968253968253,25.496031746031743,25.99206349206349,24.007936507936506,1
1,30.506822612085767,19.49317738791423,23.976608187134502,26.023391812865494,1
1,37.87085514834206,12.12914485165794,24.25828970331588,25.74171029668412,1
1,32.88461538461539,17.115384615384617,23.75,26.25,1
1,29.690346083788704,20.309653916211293,24.225865209471767,25.774134790528233,1
1,39.053254437869825,10.946745562130179,23.96449704142012,26.035502958579883,1
1,31.691297208538586,18.30870279146141,25.041050903119867,24.95894909688013,1
1,25.530179445350733,24.469820554649267,23.89885807504078,26.101141924959215,1
1,32.698170731707314,17.301829268292682,26.448170731707318,23.551829268292682,1
1,37.77573529411765,12.224264705882353,23.71323529411765,26.286764705882355,1
1,34.960159362549796,15.0398406374502,23.007968127490038,26.99203187250996,1
1,32.21153846153846,17.78846153846154,23.55769230769231,26.442307692307693,1
1,33.71134020618557,16.288659793814432,23.4020618556701,26.597938144329895,1
1,24.384236453201968,25.61576354679803,24.302134646962234,25.697865353037766,1
1,35.17823639774859,14.821763602251407,24.296435272045027,25.70356472795497,1
1,27.67175572519084,22.328244274809162,24.33206106870229,25.667938931297712,1
1,23.02504816955684,26.97495183044316,24.759152215799617,25.240847784200387,1
1,23.87312186978297,26.12687813021703,25.87646076794658,24.12353923205342,1
1,27.99625468164794,22.00374531835206,24.812734082397007,25.187265917603,1
1,28.49544072948328,21.504559270516715,25.60790273556231,24.392097264437687,1
1,23.041894353369763,26.958105646630234,25.318761384335154,24.681238615664842,1
1,21.964285714285715,28.035714285714285,25.267857142857142,24.732142857142858,1
1,37.75,12.25,26.0,24.0,1
1,24.423076923076923,25.576923076923077,26.153846153846157,23.846153846153847,1
1,29.14572864321608,20.854271356783922,25.209380234505865,24.79061976549414,1
1,31.438127090301002,18.561872909698998,24.498327759197323,25.501672240802677,1
1,26.080000000000002,23.92,24.240000000000002,25.76,1
1,31.189903846153847,18.810096153846153,23.497596153846153,26.502403846153847,1
1,30.080000000000002,19.92,24.400000000000002,25.6,1
1,30.93145869947276,19.06854130052724,25.30755711775044,24.692442882249562,1
1,17.44,32.56,26.32,23.68,1
1,21.565217391304348,28.434782608695652,24.782608695652172,25.217391304347824,1
1,31.078610603290677,18.921389396709323,23.76599634369287,26.23400365630713,1
1,17.845117845117848,32.15488215488216,26.767676767676768,23.232323232323235,1
1,23.006644518272427,26.993355481727576,26.32890365448505,23.67109634551495,1
1,25.170068027210885,24.829931972789115,25.595238095238095,24.404761904761905,1
1,32.347972972972975,17.652027027027028,23.31081081081081,26.68918918918919,1
1,24.547101449275363,25.452898550724637,25.27173913043478,24.72826086956522,1
1,27.003484320557494,22.99651567944251,24.21602787456446,25.783972125435543,1
1,27.17391304347826,22.82608695652174,25.25083612040134,24.74916387959866,1
1,32.43021346469622,17.569786535303777,24.220032840722496,25.779967159277504,1
1,28.974739970282318,21.025260029717682,24.14561664190193,25.85438335809807,1
1,36.734693877551024,13.26530612244898,23.076923076923077,26.923076923076923,1
1,28.741496598639454,21.258503401360542,26.10544217687075,23.89455782312925,1
1,28.625235404896422,21.374764595103578,23.82297551789077,26.17702448210923,1
1,21.517857142857142,28.482142857142858,25.714285714285715,24.285714285714285,1
1,25.632377740303543,24.36762225969646,23.355817875210793,26.64418212478921,1
1,40.871710526315795,9.12828947368421,23.766447368421055,26.23355263157895,1
1,24.808575803981622,25.191424196018374,25.574272588055127,24.42572741194487,1
1,25.482315112540192,24.517684887459808,25.0,25.0,1
1,27.107438016528928,22.892561983471076,23.884297520661157,26.115702479338843,1
1,31.894934333958723,18.105065666041273,23.63977485928705,26.360225140712945,1
1,26.57894736842105,23.421052631578945,24.385964912280702,25.614035087719298,1
1,18.952234206471495,31.047765793528505,24.576271186440678,25.423728813559322,1
1,25.163934426229506,24.83606557377049,25.65573770491803,24.344262295081965,1
1,27.440828402366865,22.55917159763314,25.147928994082843,24.85207100591716,1
1,28.119935170178284,21.88006482982172,23.581847649918963,26.418152350081037,1
1,20.04909983633388,29.950900163666123,24.46808510638298,25.531914893617024,1
1,21.260504201680675,28.73949579831933,25.46218487394958,24.537815126050422,1
1,29.145299145299145,20.854700854700855,25.128205128205128,24.871794871794872,1
1,25.217391304347824,24.782608695652172,25.652173913043477,24.34782608695652,1
1,32.60135135135135,17.39864864864865,26.013513513513512,23.986486486486484,1
1,37.54716981132076,12.452830188679247,23.207547169811324,26.79245283018868,1
1,26.91637630662021,23.083623693379792,24.128919860627178,25.871080139372825,1
1,22.0,28.0,27.07142857142857,22.928571428571427,1
1,22.3463687150838,27.6536312849162,25.977653631284916,24.022346368715084,1
1,32.8397212543554,17.1602787456446,24.128919860627178,25.871080139372825,1
1,29.39189189189189,20.60810810810811,25.33783783783784,24.66216216216216,1
1,31.059506531204644,18.940493468795356,24.310595065312047,25.689404934687953,1
1,29.836309523809522,20.163690476190474,23.80952380952381,26.19047619047619,1
1,33.69028006589785,16.30971993410214,25.288303130148268,24.71169686985173,1
1,23.356401384083043,26.643598615916954,25.51903114186851,24.480968858131487,1
1,22.852233676975946,27.147766323024054,25.085910652920962,24.914089347079038,1
1,37.73006134969325,12.269938650306749,24.003067484662576,25.996932515337424,1
1,27.35690235690236,22.643097643097644,25.252525252525253,24.747474747474747,1
1,25.93220338983051,24.06779661016949,26.525423728813557,23.47457627118644,1
1,31.43100511073254,18.56899488926746,24.020442930153322,25.979557069846678,1
1,12.57716049382716,37.422839506172835,28.086419753086417,21.91358024691358,1
1,28.038897893030796,21.961102106969207,23.905996758508916,26.094003241491087,1
1,26.838810641627546,23.161189358372457,23.865414710485133,26.13458528951487,1
1,25.770925110132158,24.229074889867842,25.624082232011748,24.375917767988252,1
1,25.66225165562914,24.337748344370862,25.165562913907287,24.834437086092716,1
1,22.610921501706486,27.389078498293518,25.597269624573382,24.40273037542662,1
1,14.66789667896679,35.33210332103321,25.55350553505535,24.44649446494465,1
1,26.90972222222222,23.09027777777778,26.041666666666664,23.958333333333332,1
1,28.333333333333332,21.666666666666664,25.158730158730158,24.84126984126984,1
1,28.019323671497585,21.980676328502415,25.281803542673106,24.71819645732689,1
1,37.52244165170556,12.477558348294435,22.89048473967684,27.10951526032316,1
1,38.68421052631579,11.31578947368421,22.982456140350877,27.01754385964912,1
1,38.96396396396396,11.036036036036036,24.174174174174176,25.825825825825827,1
1,30.258899676375403,19.741100323624593,24.919093851132686,25.080906148867314,1
1,24.35897435897436,25.641025641025642,24.278846153846157,25.721153846153847,1
1,26.24223602484472,23.757763975155278,25.465838509316768,24.53416149068323,1
1,28.05232558139535,21.947674418604652,25.145348837209305,24.8546511627907,1
1,29.135618479880776,20.864381520119224,24.739195230998508,25.26080476900149,1
1,27.17557251908397,22.824427480916032,25.267175572519086,24.732824427480917,1
1,16.63907284768212,33.360927152317885,26.32450331125828,23.675496688741724,1
1,17.10526315789474,32.89473684210527,26.857585139318886,23.142414860681114,1
1,21.511627906976745,28.48837209302326,25.41528239202658,24.584717607973424,1
1,25.41254125412541,24.58745874587459,25.577557755775576,24.42244224422442,1
1,26.74772036474164,23.252279635258358,24.24012158054711,25.759878419452885,1
1,29.433681073025333,20.566318926974663,25.33532041728763,24.66467958271237,1
1,25.0,25.0,25.95108695652174,24.048913043478258,1
1,24.13793103448276,25.862068965517242,26.724137931034484,23.27586206896552,1
1,23.72634643377001,26.27365356622998,24.59970887918486,25.400291120815137,1
1,33.1858407079646,16.8141592920354,24.410029498525073,25.589970501474927,1
1,34.99267935578331,15.00732064421669,21.2298682284041,28.770131771595903,1
1,29.710144927536234,20.28985507246377,24.242424242424242,25.757575757575758,1
1,17.956204379562042,32.043795620437955,25.10948905109489,24.890510948905106,1
1,33.951497860199716,16.048502139800288,22.68188302425107,27.318116975748932,1
1,31.80404354587869,18.195956454121305,23.561430793157076,26.438569206842924,1
1,19.78021978021978,30.219780219780223,23.82617382617383,26.173826173826175,1
1,34.60490463215259,15.395095367847413,23.024523160762946,26.97547683923706,1
1,31.705426356589147,18.294573643410853,25.03875968992248,24.961240310077518,1
1,39.860681114551085,10.139318885448917,22.368421052631582,27.631578947368425,1
1,27.214170692431562,22.785829307568438,24.879227053140095,25.1207729468599,1
1,33.51735015772871,16.482649842271293,24.290220820189273,25.709779179810724,1
1,30.21885521885522,19.781144781144782,23.821548821548824,26.17845117845118,1
1,25.341426403641883,24.658573596358117,25.03793626707132,24.96206373292868,1
1,38.13708260105448,11.86291739894552,23.02284710017575,26.977152899824254,1
1,26.643835616438356,23.35616438356164,24.383561643835616,25.616438356164384,1
1,31.74496644295302,18.25503355704698,25.57046979865772,24.42953020134228,1
1,24.307479224376735,25.692520775623272,25.415512465373965,24.584487534626042,1
1,25.56732223903177,24.432677760968232,25.56732223903177,24.432677760968232,1
1,28.40599455040872,21.594005449591283,23.433242506811993,26.566757493188014,1
1,19.575113808801213,30.424886191198787,24.355083459787558,25.644916540212442,1
1,36.06060606060606,13.93939393939394,23.863636363636363,26.136363636363637,1
1,30.188679245283016,19.81132075471698,24.326145552560646,25.67385444743935,1
1,24.068965517241377,25.93103448275862,24.896551724137932,25.103448275862068,1
1,27.169274537695593,22.83072546230441,24.893314366998577,25.106685633001423,1
1,34.50210378681627,15.497896213183731,23.56241234221599,26.43758765778401,1
1,35.34361851332398,14.656381486676016,21.598877980364655,28.40112201963534,1
1,34.675141242937855,15.324858757062147,24.43502824858757,25.56497175141243,1
1,27.813299232736576,22.186700767263428,25.51150895140665,24.488491048593353,1
1,30.229226361031518,19.770773638968482,23.853868194842406,26.14613180515759,1
1,26.857142857142854,23.142857142857142,25.21428571428571,24.785714285714285,1
1,26.5625,23.4375,24.330357142857142,25.669642857142858,1
1,23.894436519258203,26.1055634807418,25.249643366619118,24.750356633380886,1
2,23.46678023850085,26.533219761499147,24.275979557069846,25.72402044293015,2
2,21.45979020979021,28.54020979020979,25.26223776223776,24.737762237762237,2
2,24.392439243924393,25.607560756075607,23.26732673267327,26.73267326732673,2
2,28.14516129032258,21.85483870967742,24.39516129032258,25.60483870967742,2
2,22.248995983935743,27.751004016064257,23.012048192771083,26.987951807228917,2
2,23.9456419868791,26.0543580131209,22.633552014995313,27.366447985004687,2
2,19.794459338695262,30.205540661304735,24.352100089365504,25.647899910634496,2
2,24.57114026236125,25.42885973763875,24.72250252270434,25.27749747729566,2
2,23.445463812436287,26.55453618756371,24.05708460754332,25.942915392456676,2
2,21.1890243902439,28.810975609756095,25.101626016260163,24.898373983739837,2
2,20.184824902723737,29.815175097276263,27.042801556420233,22.957198443579767,2
2,22.731660231660232,27.268339768339768,24.42084942084942,25.57915057915058,2
2,22.963340122199593,27.03665987780041,24.4908350305499,25.509164969450104,2
2,24.97527200791296,25.024727992087044,24.67853610286845,25.321463897131554,2
2,22.611788617886177,27.38821138211382,25.254065040650406,24.745934959349594,2
2,25.379609544468547,24.620390455531453,25.488069414316705,24.5119305856833,2
2,24.679113185530923,25.320886814469077,23.570595099183198,26.429404900816802,2
2,24.47761194029851,25.522388059701495,27.363184079601993,22.63681592039801,2
2,20.837696335078533,29.162303664921467,25.602094240837697,24.397905759162303,2
2,21.396648044692736,28.60335195530726,25.083798882681563,24.916201117318433,2
2,23.235294117647058,26.764705882352942,23.294117647058822,26.705882352941178,2
2,25.261506276150627,24.73849372384937,24.686192468619247,25.313807531380753,2
2,23.95418326693227,26.045816733067728,23.95418326693227,26.045816733067728,2
2,24.01466544454629,25.98533455545371,23.0980751604033,26.9019248395967,2
2,21.89324437030859,28.106755629691406,22.14345287739783,27.856547122602166,2
2,24.938574938574938,25.061425061425062,24.733824733824733,25.266175266175264,2
2,23.40129749768304,26.59870250231696,21.91844300278035,28.081556997219646,2
2,20.115606936416185,29.884393063583815,24.21965317919075,25.78034682080925,2
2,24.879518072289155,25.120481927710845,23.855421686746986,26.14457831325301,2
2,23.657718120805367,26.34228187919463,25.95078299776286,24.049217002237135,2
2,23.538961038961038,26.461038961038962,23.538961038961038,26.461038961038962,2
2,24.833333333333332,25.166666666666664,24.5,25.5,2
2,24.642464246424645,25.35753575357536,24.697469746974697,25.302530253025303,2
2,21.476888387824125,28.52311161217587,25.93010146561443,24.06989853438557,2
2,20.858895705521473,29.141104294478527,26.319018404907975,23.680981595092025,2
2,20.689655172413794,29.310344827586206,25.806451612903224,24.193548387096772,2
2,22.388955582232892,27.611044417767108,24.90996398559424,25.09003601440576,2
2,25.091799265605875,24.908200734394125,24.541003671970625,25.458996328029375,2
2,22.743259085580306,27.256740914419694,25.322391559202813,24.677608440797187,2
2,26.27314814814815,23.72685185185185,23.66898148148148,26.33101851851852,2
2,25.541619156214367,24.458380843785633,24.230330672748007,25.769669327251997,2
2,23.588039867109632,26.411960132890364,23.145071982281284,26.854928017718713,2
2,22.31404958677686,27.685950413223143,24.61629279811098,25.38370720188902,2
2,24.031476997578693,25.968523002421307,25.968523002421307,24.031476997578693,2
2,21.770334928229666,28.229665071770334,25.358851674641148,24.641148325358852,2
2,21.818181818181817,28.18181818181818,24.81283422459893,25.18716577540107,2
2,21.309523809523807,28.69047619047619,24.88095238095238,25.119047619047617,2
2,22.840236686390533,27.159763313609467,27.337278106508876,22.662721893491124,2
2,23.76179245283019,26.23820754716981,24.35141509433962,25.64858490566038,2
2,24.686431014823263,25.31356898517674,25.08551881413911,24.91448118586089,2
2,23.897911832946633,26.102088167053363,24.94199535962877,25.05800464037123,2
2,25.765575501583946,24.23442449841605,24.498416050686377,25.50158394931362,2
2,22.85553047404063,27.14446952595937,25.90293453724605,24.09706546275395,2
2,23.241061130334487,26.758938869665513,25.317185697808537,24.682814302191463,2
2,26.483516483516482,23.516483516483515,24.725274725274726,25.274725274725274,2
2,23.52670349907919,26.47329650092081,24.723756906077348,25.276243093922652,2
2,24.0632318501171,25.936768149882905,24.18032786885246,25.81967213114754,2
2,23.597359735973598,26.402640264026402,24.80748074807481,25.192519251925194,2
2,21.500559910414335,28.49944008958567,26.20380739081747,23.796192609182533,2
2,24.349635796045785,25.650364203954215,23.673257023933402,26.326742976066598,2
2,25.747863247863247,24.25213675213675,26.068376068376068,23.931623931623932,2
2,24.797687861271676,25.202312138728324,24.91329479768786,25.08670520231214,2
2,21.84713375796178,28.152866242038215,24.777070063694268,25.222929936305732,2
2,23.3451536643026,26.6548463356974,25.650118203309695,24.34988179669031,2
2,24.822274881516588,25.177725118483412,24.585308056872037,25.414691943127963,2
2,26.58509454949944,23.414905450500555,25.08342602892102,24.916573971078975,2
2,26.324324324324326,23.675675675675677,23.891891891891895,26.10810810810811,2
2,25.5359394703657,24.464060529634303,25.598991172761664,24.401008827238336,2
2,22.914349276974413,27.085650723025584,25.250278086763068,24.74972191323693,2
2,25.96153846153846,24.038461538461537,24.57264957264957,25.427350427350426,2
2,22.291904218928163,27.708095781071837,25.427594070695555,24.57240592930445,2
2,25.704225352112676,24.295774647887324,24.237089201877936,25.762910798122064,2
2,23.946135831381735,26.05386416861827,25.81967213114754,24.18032786885246,2
2,24.063564131668556,25.93643586833144,24.74460839954597,25.25539160045403,2
2,19.96822033898305,30.031779661016948,27.595338983050848,22.404661016949152,2
2,21.420323325635103,28.579676674364894,26.501154734411084,23.498845265588912,2
2,21.45993413830955,28.54006586169045,26.72886937431394,23.27113062568606,2
2,25.056306306306308,24.943693693693692,24.83108108108108,25.16891891891892,2
2,24.75296442687747,25.247035573122528,24.40711462450593,25.59288537549407,2
2,24.226254002134475,25.77374599786553,25.400213447171826,24.599786552828178,2
2,20.88100686498856,29.118993135011443,25.05720823798627,24.94279176201373,2
2,25.78288100208768,24.217118997912316,24.321503131524008,25.678496868475992,2
2,21.774193548387096,28.2258064516129,26.764112903225804,23.235887096774192,2
2,19.095477386934675,30.90452261306533,23.366834170854272,26.63316582914573,2
2,32.62711864406779,17.372881355932204,24.703389830508474,25.296610169491526,2
2,30.306122448979593,19.69387755102041,23.622448979591837,26.377551020408163,2
2,28.543307086614174,21.45669291338583,23.375984251968504,26.624015748031496,2
2,26.364692218350754,23.635307781649246,23.983739837398375,26.016260162601625,2
2,25.69676700111483,24.30323299888517,25.752508361204015,24.247491638795985,2
2,24.22145328719723,25.77854671280277,24.740484429065745,25.259515570934255,2
2,21.668597914252608,28.331402085747396,24.797219003476247,25.202780996523757,2
