target_names,horizontal_w_to_b,horizontal_b_to_w,vertical_w_to_b,vertical_b_to_w,target
1,50.0,4.310344827586206,26.72413793103448,18.96551724137931,1
1,41.22137404580153,2.290076335877863,23.664122137404583,32.824427480916036,1
1,50.892857142857146,5.357142857142858,19.642857142857142,24.107142857142858,1
1,48.24561403508772,4.385964912280701,22.807017543859647,24.561403508771928,1
1,47.15447154471545,3.252032520325203,21.13821138211382,28.455284552845526,1
1,46.66666666666667,2.5,24.166666666666668,26.666666666666668,1
1,43.38235294117647,2.2058823529411766,24.264705882352942,30.147058823529413,1
1,46.51162790697675,3.10077519379845,22.48062015503876,27.906976744186046,1
1,50.42016806722689,3.361344537815126,28.571428571428573,17.647058823529413,1
1,44.96124031007752,3.10077519379845,22.48062015503876,29.457364341085274,1
1,47.540983606557376,3.278688524590164,19.672131147540984,29.508196721311478,1
1,46.15384615384615,4.273504273504273,23.076923076923077,26.495726495726494,1
1,54.86725663716815,4.424778761061948,21.238938053097346,19.469026548672566,1
1,42.98245614035088,3.508771929824561,25.43859649122807,28.07017543859649,1
1,46.774193548387096,3.225806451612903,20.96774193548387,29.032258064516128,1
1,50.427350427350426,3.4188034188034186,28.205128205128204,17.94871794871795,1
1,55.208333333333336,3.125,28.125000000000004,13.541666666666668,1
1,47.45762711864407,4.23728813559322,23.728813559322035,24.576271186440678,1
1,52.83018867924528,2.830188679245283,25.471698113207548,18.867924528301888,1
1,42.028985507246375,3.6231884057971016,25.36231884057971,28.985507246376812,1
1,48.4375,3.125,24.21875,24.21875,1
1,44.18604651162791,3.8759689922480622,23.255813953488374,28.68217054263566,1
1,46.03174603174603,3.1746031746031744,25.396825396825395,25.396825396825395,1
1,50.42016806722689,3.361344537815126,26.050420168067227,20.168067226890756,1
1,53.04347826086956,2.608695652173913,29.565217391304348,14.782608695652174,1
1,51.30434782608695,4.3478260869565215,24.34782608695652,20.0,1
1,52.21238938053098,4.424778761061948,19.469026548672566,23.893805309734514,1
1,49.54954954954955,2.7027027027027026,30.63063063063063,17.117117117117118,1
1,45.58823529411765,2.9411764705882355,24.264705882352942,27.205882352941178,1
1,55.96330275229358,2.7522935779816518,25.688073394495415,15.59633027522936,1
1,45.736434108527135,3.10077519379845,24.031007751937985,27.131782945736436,1
1,48.0,3.2,25.6,23.200000000000003,1
1,43.442622950819676,2.459016393442623,23.770491803278688,30.327868852459016,1
1,50.847457627118644,3.389830508474576,23.728813559322035,22.033898305084744,1
1,40.800000000000004,2.4000000000000004,28.0,28.8,1
1,41.6,2.4000000000000004,25.6,30.400000000000002,1
1,46.875,3.90625,25.0,24.21875,1
1,51.37614678899083,2.7522935779816518,30.275229357798167,15.59633027522936,1
1,44.53781512605042,3.361344537815126,20.168067226890756,31.932773109243698,1
1,44.06779661016949,2.542372881355932,20.338983050847457,33.050847457627114,1
1,47.2,3.2,22.400000000000002,27.200000000000003,1
1,47.747747747747745,3.6036036036036037,26.126126126126128,22.52252252252252,1
1,51.28205128205128,4.273504273504273,21.367521367521366,23.076923076923077,1
1,46.66666666666667,4.166666666666667,27.5,21.666666666666668,1
1,52.63157894736842,2.631578947368421,30.70175438596491,14.035087719298245,1
1,45.86466165413533,3.007518796992481,24.06015037593985,27.06766917293233,1
1,46.721311475409834,3.278688524590164,27.049180327868854,22.950819672131146,1
1,46.846846846846844,3.6036036036036037,36.03603603603604,13.513513513513514,1
1,49.586776859504134,3.3057851239669422,27.272727272727273,19.834710743801654,1
1,52.29357798165138,4.587155963302752,25.688073394495415,17.431192660550458,1
1,54.368932038834956,2.912621359223301,30.097087378640776,12.62135922330097,1
1,44.09448818897638,3.937007874015748,24.40944881889764,27.559055118110237,1
1,46.875,2.34375,21.875,28.90625,1
1,44.71544715447154,3.252032520325203,24.390243902439025,27.642276422764226,1
1,42.857142857142854,3.1746031746031744,25.396825396825395,28.57142857142857,1
1,49.16666666666667,2.5,25.833333333333336,22.5,1
1,52.63157894736842,4.385964912280701,24.561403508771928,18.421052631578945,1
1,54.62962962962963,3.7037037037037037,26.85185185185185,14.814814814814815,1
1,47.540983606557376,4.0983606557377055,25.40983606557377,22.950819672131146,1
1,41.54929577464789,2.112676056338028,28.16901408450704,28.16901408450704,1
1,45.58823529411765,2.9411764705882355,18.38235294117647,33.08823529411765,1
1,44.18604651162791,3.10077519379845,27.131782945736436,25.581395348837212,1
1,47.93388429752066,3.3057851239669422,31.40495867768595,17.355371900826448,1
1,44.285714285714285,3.5714285714285716,21.42857142857143,30.714285714285715,1
1,47.93388429752066,3.3057851239669422,23.140495867768596,25.619834710743802,1
1,49.10714285714286,2.678571428571429,26.78571428571429,21.42857142857143,1
1,46.34146341463415,3.252032520325203,22.764227642276424,27.642276422764226,1
1,50.45871559633028,2.7522935779816518,23.853211009174313,22.93577981651376,1
1,43.47826086956522,3.4782608695652173,25.217391304347824,27.82608695652174,1
1,41.666666666666664,2.2727272727272725,25.757575757575758,30.303030303030305,1
1,43.220338983050844,2.542372881355932,21.1864406779661,33.050847457627114,1
1,51.2,4.0,28.0,16.8,1
1,44.36619718309859,3.52112676056338,22.535211267605632,29.577464788732392,1
1,46.42857142857143,2.857142857142857,22.857142857142858,27.857142857142858,1
1,47.826086956521735,3.4782608695652173,28.695652173913043,20.0,1
1,43.97163120567376,2.8368794326241136,22.69503546099291,30.49645390070922,1
1,45.925925925925924,2.962962962962963,25.185185185185183,25.925925925925924,1
1,44.96124031007752,3.8759689922480622,20.930232558139537,30.232558139534884,1
1,47.24409448818898,3.1496062992125986,24.40944881889764,25.19685039370079,1
1,53.84615384615385,2.564102564102564,31.62393162393162,11.965811965811966,1
1,42.25352112676056,2.816901408450704,26.056338028169012,28.873239436619716,1
1,46.32352941176471,2.9411764705882355,22.058823529411768,28.676470588235297,1
1,40.136054421768705,2.7210884353741496,25.170068027210885,31.972789115646258,1
1,47.96747967479675,3.252032520325203,27.642276422764226,21.13821138211382,1
1,44.852941176470594,2.9411764705882355,26.47058823529412,25.73529411764706,1
1,45.65217391304348,2.898550724637681,21.014492753623188,30.434782608695652,1
1,39.285714285714285,2.142857142857143,26.42857142857143,32.142857142857146,1
1,46.774193548387096,3.225806451612903,29.838709677419352,20.161290322580644,1
1,42.857142857142854,3.007518796992481,27.06766917293233,27.06766917293233,1
2,49.375,1.875,40.0,8.75,2
2,51.388888888888886,2.083333333333333,38.19444444444444,8.333333333333332,2
2,48.0,2.0,40.666666666666664,9.333333333333332,2
2,45.09803921568628,1.9607843137254903,35.947712418300654,16.99346405228758,2
2,42.42424242424242,1.8181818181818183,40.60606060606061,15.151515151515152,2
2,47.05882352941177,2.6143790849673203,33.98692810457516,16.33986928104575,2
2,38.59649122807017,2.3391812865497075,39.1812865497076,19.883040935672515,2
2,45.11278195488722,2.2556390977443606,43.609022556390975,9.022556390977442,2
2,45.98540145985402,2.18978102189781,40.14598540145985,11.678832116788321,2
2,45.51724137931035,2.7586206896551726,38.62068965517241,13.10344827586207,2
2,48.27586206896552,2.7586206896551726,34.48275862068966,14.482758620689657,2
2,40.0,2.5,39.375,18.125,2
2,38.125,2.5,36.875,22.5,2
2,45.890410958904106,2.73972602739726,32.87671232876712,18.493150684931507,2
2,44.05594405594405,2.797202797202797,39.86013986013986,13.286713286713287,2
2,47.88732394366197,2.816901408450704,35.2112676056338,14.08450704225352,2
2,46.09375,3.125,32.8125,17.96875,2
2,46.51162790697675,2.3255813953488373,42.63565891472869,8.527131782945737,2
2,52.38095238095238,2.380952380952381,34.12698412698413,11.11111111111111,2
2,48.81889763779528,2.362204724409449,37.795275590551185,11.023622047244094,2
2,48.739495798319325,3.361344537815126,29.411764705882355,18.487394957983195,2
2,48.031496062992126,2.362204724409449,38.58267716535433,11.023622047244094,2
2,45.51724137931035,2.7586206896551726,39.310344827586206,12.413793103448278,2
2,42.10526315789474,2.6315789473684212,48.026315789473685,7.236842105263158,2
2,39.24050632911393,1.89873417721519,48.734177215189874,10.126582278481013,2
2,41.02564102564103,1.9230769230769234,47.43589743589744,9.615384615384617,2
2,39.62264150943396,2.5157232704402515,37.73584905660377,20.12578616352201,2
2,50.427350427350426,2.564102564102564,34.18803418803419,12.82051282051282,2
2,50.42016806722689,3.361344537815126,27.73109243697479,18.487394957983195,2
2,44.44444444444444,3.1746031746031744,34.92063492063492,17.46031746031746,2
2,45.86466165413533,2.2556390977443606,43.609022556390975,8.270676691729323,2
2,46.45669291338583,2.362204724409449,41.73228346456693,9.448818897637796,2
2,43.47826086956522,2.898550724637681,37.68115942028985,15.942028985507246,2
2,45.66929133858268,3.1496062992125986,37.795275590551185,13.385826771653544,2
2,43.90243902439024,2.4390243902439024,42.27642276422764,11.382113821138212,2
2,43.75,2.34375,42.96875,10.9375,2
2,47.2,3.2,35.2,14.4,2
2,51.30434782608695,2.608695652173913,33.04347826086956,13.043478260869565,2
2,49.16666666666667,2.5,39.16666666666667,9.166666666666668,2
2,51.30434782608695,2.608695652173913,36.52173913043478,9.565217391304348,2
2,49.57983193277311,2.5210084033613445,39.49579831932773,8.403361344537815,2
2,47.107438016528924,2.479338842975207,42.14876033057851,8.264462809917356,2
2,47.5,2.5,42.5,7.5,2
2,45.689655172413794,3.4482758620689653,36.206896551724135,14.655172413793103,2
2,46.721311475409834,2.459016393442623,41.80327868852459,9.01639344262295,2
2,48.85496183206107,2.290076335877863,41.22137404580153,7.633587786259542,2
2,45.833333333333336,2.5,40.833333333333336,10.833333333333334,2
2,47.107438016528924,3.3057851239669422,33.057851239669425,16.528925619834713,2
2,47.96747967479675,2.4390243902439024,39.02439024390244,10.56910569105691,2
2,49.57983193277311,2.5210084033613445,38.65546218487395,9.243697478991598,2
2,47.45762711864407,2.542372881355932,40.67796610169491,9.322033898305085,2
2,46.45669291338583,2.362204724409449,41.73228346456693,9.448818897637796,2
2,44.62809917355372,2.479338842975207,42.14876033057851,10.743801652892563,2
2,42.028985507246375,2.898550724637681,34.78260869565217,20.28985507246377,2
2,35.625,2.5,34.375,27.5,2
2,45.98540145985402,2.18978102189781,43.7956204379562,8.02919708029197,2
2,48.739495798319325,2.5210084033613445,36.97478991596639,11.764705882352942,2
2,46.76258992805755,2.8776978417266186,33.093525179856115,17.26618705035971,2
2,47.107438016528924,2.479338842975207,41.32231404958678,9.090909090909092,2
2,46.774193548387096,2.419354838709677,42.74193548387097,8.064516129032258,2
2,46.400000000000006,2.4000000000000004,42.400000000000006,8.8,2
2,47.93388429752066,2.479338842975207,40.49586776859504,9.090909090909092,2
2,43.80165289256198,2.479338842975207,42.14876033057851,11.570247933884298,2
2,46.61016949152542,2.542372881355932,40.67796610169491,10.169491525423728,2
2,37.33333333333333,2.6666666666666665,37.33333333333333,22.666666666666664,2
2,45.16129032258064,2.419354838709677,38.70967741935483,13.709677419354838,2
2,46.09375,2.34375,42.1875,9.375,2
2,40.0,2.2222222222222223,28.888888888888886,28.888888888888886,2
2,48.387096774193544,2.419354838709677,38.70967741935483,10.483870967741934,2
2,47.5,2.5,42.5,7.5,2
2,47.15447154471545,2.4390243902439024,43.90243902439024,6.504065040650406,2
2,46.49122807017544,2.631578947368421,38.59649122807017,12.280701754385964,2
2,46.66666666666667,2.5,40.0,10.833333333333334,2
2,45.736434108527135,2.3255813953488373,42.63565891472869,9.30232558139535,2
2,45.925925925925924,2.2222222222222223,42.96296296296296,8.88888888888889,2
2,52.06611570247934,2.479338842975207,36.36363636363637,9.090909090909092,2
2,47.69230769230769,2.307692307692308,41.53846153846154,8.461538461538462,2
2,42.48366013071895,2.6143790849673203,33.333333333333336,21.568627450980394,2
2,44.13793103448276,2.7586206896551726,38.62068965517241,14.482758620689657,2
2,44.776119402985074,2.238805970149254,45.5223880597015,7.462686567164179,2
2,44.3609022556391,2.2556390977443606,42.857142857142854,10.526315789473683,2
2,41.49659863945578,2.7210884353741496,36.054421768707485,19.727891156462583,2
2,44.21768707482993,2.7210884353741496,34.69387755102041,18.36734693877551,2
2,44.68085106382979,2.127659574468085,46.09929078014184,7.092198581560284,2
2,43.47826086956522,2.1739130434782608,39.130434782608695,15.217391304347826,2
2,46.28099173553719,2.479338842975207,38.84297520661157,12.396694214876034,2
2,48.031496062992126,2.362204724409449,40.944881889763785,8.661417322834646,2
2,33.333333333333336,1.9230769230769234,33.333333333333336,31.410256410256412,2
2,46.28099173553719,2.479338842975207,41.32231404958678,9.917355371900827,2
2,48.24561403508772,2.631578947368421,40.35087719298245,8.771929824561402,2
2,44.09448818897638,2.362204724409449,42.51968503937008,11.023622047244094,2
2,42.857142857142854,3.1746031746031744,34.92063492063492,19.047619047619047,2
