left_zone,right_zone,upper_zone,down_zone
22.753623188405797,27.246376811594203,26.666666666666668,23.333333333333336
27.2,22.8,26.933333333333334,23.066666666666666
29.434447300771208,20.56555269922879,26.221079691516707,23.77892030848329
34.75,15.25,20.625,29.375
25.425790754257907,24.574209245742093,24.939172749391727,25.060827250608273
24.492753623188406,25.507246376811594,25.507246376811594,24.492753623188406
26.03174603174603,23.96825396825397,26.349206349206348,23.65079365079365
27.57281553398058,22.427184466019416,29.514563106796118,20.485436893203882
23.542116630669547,26.457883369330453,29.805615550755938,20.19438444924406
26.226993865030675,23.773006134969325,26.226993865030675,23.773006134969325
24.924924924924927,25.075075075075077,21.32132132132132,28.67867867867868
33.67952522255192,16.32047477744807,21.21661721068249,28.783382789317503
25.249169435215947,24.750830564784053,20.09966777408638,29.900332225913623
31.612903225806452,18.387096774193548,14.408602150537634,35.59139784946237
28.189910979228486,21.81008902077151,25.816023738872403,24.183976261127594
