left_zone,right_zone,upper_zone,down_zone
25.54240631163708,24.45759368836292,25.443786982248522,24.55621301775148
25.577557755775576,24.42244224422442,24.58745874587459,25.41254125412541
28.26086956521739,21.73913043478261,23.913043478260867,26.08695652173913
25.4149377593361,24.585062240663902,23.651452282157678,26.348547717842326
29.41176470588235,20.588235294117645,24.509803921568626,25.49019607843137
18.567961165048544,31.432038834951456,35.31553398058252,14.684466019417476
31.95876288659794,18.04123711340206,27.835051546391753,22.164948453608247
23.419540229885055,26.580459770114942,20.97701149425287,29.022988505747126
27.70083102493075,22.299168975069254,25.48476454293629,24.515235457063714
34.38095238095238,15.619047619047619,15.333333333333332,34.666666666666664
23.68421052631579,26.315789473684212,22.368421052631582,27.631578947368425
39.50777202072538,10.49222797927461,28.49740932642487,21.502590673575128
23.232323232323235,26.767676767676768,23.063973063973066,26.936026936026938
28.333333333333332,21.666666666666664,25.0,25.0
22.44318181818182,27.556818181818183,23.72159090909091,26.278409090909093
29.71428571428571,20.285714285714285,28.428571428571427,21.57142857142857
29.304029304029303,20.695970695970693,26.556776556776555,23.44322344322344
29.0,21.0,22.0,28.0
18.93939393939394,31.060606060606062,34.5959595959596,15.404040404040405
19.630872483221477,30.369127516778526,24.161073825503358,25.838926174496645
24.68354430379747,25.31645569620253,23.10126582278481,26.898734177215193
28.924418604651166,21.075581395348838,28.05232558139535,21.947674418604652
15.056818181818182,34.94318181818182,15.43560606060606,34.56439393939394
29.545454545454547,20.454545454545457,23.863636363636367,26.13636363636364
39.89795918367347,10.10204081632653,27.346938775510203,22.653061224489797
25.0,25.0,22.770700636942674,27.229299363057322
33.99280575539568,16.007194244604317,25.0,25.0
24.132947976878615,25.86705202312139,23.55491329479769,26.445086705202314
28.225806451612904,21.774193548387096,28.571428571428573,21.428571428571427
27.43764172335601,22.56235827664399,24.603174603174605,25.3968253968254
26.34560906515581,23.654390934844194,25.495750708215297,24.504249291784703
23.46938775510204,26.53061224489796,22.448979591836736,27.551020408163264
31.151241534988714,18.848758465011286,28.329571106094807,21.670428893905193
26.954177897574123,23.045822102425873,18.733153638814017,31.26684636118598
35.6353591160221,14.364640883977902,19.88950276243094,30.110497237569064
26.231884057971016,23.768115942028988,25.942028985507246,24.057971014492754
19.46983546617916,30.53016453382084,29.3418647166362,20.6581352833638
25.153374233128837,24.846625766871167,25.460122699386503,24.539877300613497
25.132978723404253,24.867021276595743,26.06382978723404,23.93617021276596
15.91796875,34.08203125,12.6953125,37.3046875
16.244725738396625,33.755274261603375,15.18987341772152,34.810126582278485
27.84256559766764,22.157434402332363,29.300291545189506,20.699708454810498
32.325581395348834,17.674418604651162,23.023255813953487,26.97674418604651
27.238805970149254,22.76119402985075,18.65671641791045,31.343283582089555
24.13793103448276,25.862068965517242,24.45141065830721,25.548589341692793
35.76642335766423,14.233576642335766,19.343065693430656,30.656934306569344
25.0,25.0,27.046783625730992,22.953216374269005
25.14367816091954,24.856321839080458,28.304597701149422,21.695402298850574
25.854700854700855,24.145299145299145,24.57264957264957,25.427350427350426
17.202970297029704,32.7970297029703,22.524752475247524,27.475247524752476
29.591836734693878,20.408163265306122,21.42857142857143,28.571428571428573
19.113756613756614,30.886243386243386,27.447089947089946,22.55291005291005
31.564986737400535,18.435013262599472,28.24933687002653,21.75066312997348
27.95918367346939,22.040816326530614,26.53061224489796,23.46938775510204
24.6875,25.3125,25.0,25.0
25.0,25.0,21.405228758169933,28.594771241830067
21.656050955414013,28.343949044585987,23.726114649681527,26.27388535031847
26.030927835051543,23.96907216494845,28.479381443298966,21.520618556701027
33.33333333333333,16.666666666666664,16.08187134502924,33.91812865497076
28.49002849002849,21.50997150997151,24.643874643874643,25.356125356125357
33.146067415730336,16.853932584269664,14.606741573033707,35.39325842696629
23.667711598746084,26.33228840125392,21.3166144200627,28.683385579937305
26.174496644295303,23.8255033557047,21.979865771812083,28.02013422818792
33.30039525691699,16.699604743083004,14.130434782608695,35.869565217391305
28.083989501312335,21.916010498687665,31.88976377952756,18.11023622047244
38.662790697674424,11.337209302325583,22.96511627906977,27.034883720930235
35.80060422960725,14.199395770392748,16.31419939577039,33.685800604229605
29.7029702970297,20.297029702970296,30.528052805280527,19.471947194719473
20.60810810810811,29.39189189189189,26.52027027027027,23.47972972972973
31.434599156118143,18.565400843881857,26.371308016877638,23.628691983122362
25.0936329588015,24.906367041198504,25.280898876404496,24.719101123595507
27.272727272727273,22.72727272727273,28.78787878787879,21.212121212121215
22.7112676056338,27.288732394366196,27.640845070422532,22.359154929577464
27.97427652733119,22.025723472668812,23.954983922829584,26.04501607717042
31.73913043478261,18.26086956521739,25.652173913043477,24.34782608695652
35.57046979865772,14.429530201342283,19.29530201342282,30.704697986577184
36.17886178861789,13.821138211382113,19.10569105691057,30.89430894308943
24.110671936758894,25.889328063241106,27.470355731225297,22.529644268774703
25.23961661341853,24.76038338658147,27.156549520766774,22.843450479233226
34.64730290456432,15.352697095435685,14.730290456431536,35.26970954356847
29.93421052631579,20.065789473684212,32.07236842105264,17.92763157894737
35.055350553505534,14.944649446494465,22.878228782287824,27.121771217712176
25.612745098039216,24.387254901960784,17.27941176470588,32.720588235294116
28.20121951219512,21.798780487804876,32.77439024390244,17.225609756097562
28.74617737003058,21.253822629969417,28.44036697247706,21.559633027522935
25.664893617021278,24.335106382978722,25.53191489361702,24.46808510638298
32.54310344827586,17.456896551724135,15.301724137931034,34.69827586206896
28.19548872180451,21.804511278195488,13.909774436090224,36.09022556390977
23.5,26.5,20.833333333333332,29.166666666666664
37.2,12.8,24.266666666666666,25.733333333333334
32.61648745519713,17.383512544802866,26.702508960573475,23.29749103942652
33.81294964028777,16.18705035971223,21.22302158273381,28.776978417266186
28.006329113924053,21.99367088607595,33.86075949367089,16.139240506329116
26.443768996960486,23.556231003039514,24.012158054711247,25.987841945288753
15.86073500967118,34.13926499032882,17.11798839458414,32.88201160541586
25.000000000000004,25.000000000000004,25.641025641025642,24.35897435897436
29.166666666666668,20.833333333333336,25.0,25.0
24.672489082969435,25.32751091703057,24.126637554585155,25.87336244541485
31.716417910447763,18.28358208955224,17.53731343283582,32.46268656716418
25.333333333333332,24.666666666666664,22.666666666666664,27.333333333333332
29.054054054054056,20.945945945945947,27.027027027027028,22.972972972972972
26.47058823529412,23.529411764705884,28.8515406162465,21.1484593837535
23.95209580838323,26.047904191616762,22.005988023952092,27.9940119760479
28.140703517587937,21.85929648241206,24.87437185929648,25.125628140703515
