left_zone,right_zone,upper_zone,down_zone
25.448430493273545,24.55156950672646,23.20627802690583,26.793721973094172
25.0,25.0,28.571428571428573,21.42857142857143
23.40989399293286,26.59010600706714,22.43816254416961,27.56183745583039
22.463768115942027,27.536231884057973,26.81159420289855,23.18840579710145
23.22175732217573,26.778242677824267,36.92468619246862,13.07531380753138
33.466453674121404,16.533546325878593,15.255591054313099,34.7444089456869
24.285714285714285,25.714285714285715,28.571428571428573,21.42857142857143
37.72102161100196,12.278978388998034,31.630648330058936,18.36935166994106
27.673796791443852,22.32620320855615,25.267379679144387,24.732620320855617
27.083333333333336,22.916666666666668,21.875,28.125000000000004
21.826280623608017,28.173719376391983,36.41425389755011,13.585746102449889
16.38065522620905,33.61934477379095,19.110764430577223,30.889235569422777
25.0,25.0,26.041666666666668,23.958333333333336
39.024390243902445,10.975609756097562,28.571428571428573,21.42857142857143
21.95876288659794,28.04123711340206,22.989690721649485,27.010309278350515
25.423728813559322,24.576271186440678,25.423728813559322,24.576271186440678
28.94736842105263,21.052631578947366,33.40080971659919,16.59919028340081
27.234927234927238,22.765072765072766,27.962577962577964,22.03742203742204
25.145348837209305,24.8546511627907,26.453488372093023,23.546511627906977
30.851063829787236,19.148936170212767,18.43971631205674,31.560283687943265
26.646706586826344,23.35329341317365,26.946107784431135,23.05389221556886
25.6,24.4,25.2,24.8
26.99468085106383,23.00531914893617,28.590425531914892,21.409574468085108
27.881355932203387,22.11864406779661,31.440677966101692,18.559322033898304
26.997840172786177,23.002159827213823,23.110151187904968,26.889848812095032
27.197149643705462,22.802850356294535,28.028503562945367,21.97149643705463
33.40380549682875,16.596194503171247,21.035940803382665,28.964059196617338
26.49402390438247,23.50597609561753,24.800796812749002,25.199203187250994
26.436781609195403,23.5632183908046,24.904214559386975,25.095785440613028
21.89473684210526,28.105263157894736,21.263157894736842,28.736842105263158
27.586206896551726,22.413793103448278,26.551724137931036,23.448275862068968
32.1875,17.8125,19.375,30.625
28.24074074074074,21.75925925925926,27.314814814814817,22.685185185185187
26.643990929705218,23.356009070294785,28.231292517006803,21.7687074829932
17.04152249134948,32.95847750865052,17.73356401384083,32.266435986159166
28.18471337579618,21.81528662420382,25.159235668789808,24.84076433121019
