left_zone,right_zone,upper_zone,down_zone
21.222410865874362,28.777589134125634,26.91001697792869,23.089983022071305
20.914396887159533,29.085603112840467,23.735408560311285,26.264591439688715
24.545454545454543,25.454545454545453,20.90909090909091,29.09090909090909
19.871794871794872,30.128205128205128,25.93240093240093,24.067599067599065
26.043956043956044,23.956043956043956,27.912087912087912,22.087912087912088
33.262711864406775,16.737288135593218,25.21186440677966,24.78813559322034
27.581863979848865,22.418136020151135,22.292191435768263,27.707808564231737
25.336927223719673,24.663072776280323,19.002695417789756,30.99730458221024
24.484536082474225,25.51546391752577,22.293814432989688,27.706185567010305
28.16593886462882,21.83406113537118,28.49344978165939,21.506550218340614
20.87628865979381,29.12371134020618,19.845360824742265,30.154639175257728
35.913978494623656,14.086021505376344,19.78494623655914,30.21505376344086
30.026455026455025,19.97354497354497,27.38095238095238,22.619047619047617
27.664399092970523,22.33560090702948,22.222222222222225,27.77777777777778
20.294117647058822,29.705882352941178,19.411764705882355,30.58823529411765
26.345291479820627,23.654708520179373,29.14798206278027,20.85201793721973
29.13907284768212,20.86092715231788,30.684326710816777,19.315673289183223
15.940902021772938,34.05909797822706,16.018662519440124,33.98133748055987
23.772609819121445,26.22739018087855,23.772609819121445,26.22739018087855
25.179856115107913,24.820143884892087,24.700239808153476,25.299760191846524
33.26885880077369,16.731141199226304,16.34429400386847,33.65570599613152
29.07488986784141,20.92511013215859,22.687224669603523,27.312775330396473
20.24922118380062,29.750778816199375,25.233644859813083,24.766355140186914
14.96124031007752,35.03875968992248,15.193798449612403,34.8062015503876
24.62686567164179,25.373134328358212,18.75,31.250000000000004
22.881355932203387,27.11864406779661,19.491525423728813,30.508474576271183
23.314606741573037,26.68539325842697,25.561797752808992,24.438202247191015
25.39473684210526,24.605263157894736,20.263157894736842,29.736842105263158
30.142857142857142,19.857142857142858,26.71428571428571,23.285714285714285
24.307304785894207,25.692695214105793,23.929471032745592,26.070528967254408
27.469135802469136,22.530864197530864,31.89300411522634,18.106995884773664
21.306818181818183,28.69318181818182,27.13068181818182,22.869318181818183
20.863309352517984,29.136690647482013,27.967625899280574,22.032374100719423
25.03681885125184,24.96318114874816,25.405007363770252,24.59499263622975
24.39024390243902,25.60975609756097,26.829268292682926,23.17073170731707
24.932249322493224,25.067750677506773,26.964769647696475,23.035230352303522
26.121794871794872,23.87820512820513,30.769230769230774,19.230769230769234
25.353107344632768,24.646892655367232,30.7909604519774,19.2090395480226
22.727272727272727,27.272727272727273,28.57142857142857,21.428571428571427
25.869262865090402,24.130737134909594,27.12100139082058,22.878998609179416
24.707602339181285,25.29239766081871,25.730994152046783,24.269005847953213
25.0,25.0,26.129943502824858,23.870056497175142
36.58536585365854,13.414634146341465,22.172949002217297,27.827050997782706
33.82867132867133,16.17132867132867,13.986013986013985,36.01398601398601
27.7027027027027,22.2972972972973,25.225225225225227,24.774774774774777
25.476839237057224,24.52316076294278,25.613079019073574,24.386920980926433
27.171492204899778,22.828507795100226,28.173719376391983,21.826280623608017
24.42348008385744,25.576519916142555,24.42348008385744,25.576519916142555
29.19776119402985,20.802238805970152,22.574626865671643,27.42537313432836
23.846153846153847,26.153846153846157,26.76923076923077,23.230769230769234
27.167630057803468,22.832369942196532,31.695568400770714,18.304431599229286
27.300613496932517,22.699386503067487,29.038854805725972,20.961145194274028
24.821002386634845,25.178997613365155,24.22434367541766,25.775656324582336
28.701594533029613,21.298405466970387,28.132118451025057,21.867881548974943
31.49425287356322,18.50574712643678,20.57471264367816,29.42528735632184
25.350140056022408,24.649859943977592,24.649859943977592,25.350140056022408
34.862385321100916,15.137614678899084,33.39449541284404,16.605504587155963
23.690205011389523,26.309794988610477,24.943052391799544,25.056947608200456
38.34033613445378,11.659663865546218,22.794117647058822,27.205882352941178
16.666666666666664,33.33333333333333,19.362745098039216,30.637254901960784
32.075471698113205,17.92452830188679,21.27882599580713,28.72117400419287
25.785123966942148,24.214876033057852,24.958677685950413,25.041322314049587
19.444444444444443,30.555555555555554,26.38888888888889,23.61111111111111
32.97045101088647,17.02954898911353,15.629860031104199,34.3701399688958
12.064676616915424,37.93532338308458,34.82587064676617,15.17412935323383
24.675324675324674,25.324675324675326,25.974025974025974,24.025974025974026
29.39189189189189,20.60810810810811,24.774774774774777,25.225225225225227
24.21875,25.78125,21.09375,28.90625
24.943181818181817,25.05681818181818,25.625,24.375
24.418604651162788,25.58139534883721,20.671834625322994,29.328165374677
17.015706806282722,32.98429319371728,18.32460732984293,31.675392670157066
19.91017964071856,30.089820359281436,24.550898203592812,25.449101796407184
15.762711864406779,34.23728813559322,16.864406779661017,33.13559322033898
27.710843373493976,22.289156626506024,30.120481927710845,19.879518072289155
26.642335766423358,23.357664233576642,25.790754257907544,24.20924574209246
25.97938144329897,24.02061855670103,21.443298969072163,28.556701030927833
22.659574468085108,27.340425531914892,23.085106382978722,26.914893617021278
21.830985915492956,28.16901408450704,23.239436619718308,26.76056338028169
25.502008032128515,24.497991967871485,21.78714859437751,28.21285140562249
29.757785467128024,20.24221453287197,28.027681660899653,21.972318339100344
34.857142857142854,15.142857142857142,15.428571428571427,34.57142857142857
25.0,25.0,24.731182795698924,25.268817204301072
23.955431754874652,26.04456824512535,23.81615598885794,26.183844011142064
18.821839080459768,31.17816091954023,24.42528735632184,25.574712643678158
