direction1,direction2,direction3,direction4,direction5,direction6,direction7,direction8,left_zone,right_zone,upper_zone,down_zone,horizontal_w_to_b,horizontal_b_to_w,vertical_w_to_b,vertical_b_to_w
13.609467455621303,15.384615384615385,17.94871794871795,14.595660749506903,13.412228796844182,7.6923076923076925,10.453648915187378,6.903353057199212,20.0,30.0,23.012048192771083,26.987951807228917,43.43434343434344,3.0303030303030303,26.262626262626263,27.272727272727273
13.432835820895523,14.179104477611942,17.16417910447761,14.179104477611942,13.432835820895523,8.208955223880597,11.194029850746269,8.208955223880597,20.37037037037037,29.629629629629626,25.925925925925924,24.074074074074073,40.74074074074074,7.407407407407407,22.22222222222222,29.62962962962963
16.47058823529412,16.764705882352942,18.823529411764707,16.764705882352942,15.294117647058824,3.5294117647058822,6.764705882352941,5.588235294117648,18.88544891640867,31.114551083591333,33.43653250773994,16.563467492260063,60.273972602739725,4.10958904109589,15.068493150684931,20.54794520547945
18.23204419889503,18.50828729281768,18.23204419889503,17.403314917127073,14.917127071823206,1.3812154696132597,4.696132596685083,6.629834254143647,33.004926108374384,16.995073891625616,17.733990147783253,32.26600985221675,70.27027027027027,4.054054054054054,5.405405405405405,20.27027027027027
14.63963963963964,16.216216216216218,17.792792792792792,14.864864864864865,12.387387387387388,5.63063063063063,9.684684684684685,8.783783783783784,29.125,20.875,30.875,19.125,47.5609756097561,2.4390243902439024,17.073170731707318,32.926829268292686
12.984496124031008,15.503875968992249,17.635658914728683,16.27906976744186,14.147286821705427,7.945736434108528,9.108527131782946,6.395348837209303,23.513513513513516,26.486486486486488,27.2972972972973,22.702702702702705,47.524752475247524,3.9603960396039604,25.742574257425744,22.77227722772277
13.698630136986301,15.342465753424657,17.534246575342465,15.89041095890411,14.520547945205479,7.671232876712328,9.041095890410958,6.301369863013698,32.01530612244898,17.98469387755102,20.790816326530614,29.20918367346939,51.515151515151516,3.0303030303030303,25.757575757575758,19.696969696969695
18.75,18.38235294117647,18.75,18.75,17.279411764705884,1.1029411764705883,2.9411764705882355,4.044117647058824,33.07291666666667,16.927083333333336,23.697916666666668,26.302083333333336,80.7017543859649,3.508771929824561,3.508771929824561,12.280701754385964
13.80846325167038,14.699331848552339,16.92650334075724,15.81291759465479,13.80846325167038,7.12694877505568,9.57683741648107,8.24053452115813,28.107344632768363,21.89265536723164,31.35593220338983,18.64406779661017,52.77777777777778,2.7777777777777777,18.055555555555554,26.38888888888889
14.586255259467041,15.007012622720897,16.97054698457223,13.183730715287517,11.781206171107995,6.732117812061711,11.360448807854137,10.37868162692847,24.48979591836735,25.510204081632654,25.072886297376094,24.92711370262391,48.9795918367347,4.081632653061225,19.387755102040817,27.551020408163264
18.217054263565892,17.44186046511628,17.054263565891475,15.116279069767442,14.34108527131783,3.488372093023256,6.589147286821706,7.7519379844961245,25.845410628019323,24.154589371980677,32.125603864734295,17.874396135265698,63.46153846153846,7.6923076923076925,5.769230769230769,23.076923076923077
13.858267716535433,14.330708661417322,16.22047244094488,14.015748031496063,12.440944881889763,7.874015748031496,11.023622047244094,10.236220472440944,26.734104046242777,23.265895953757227,22.39884393063584,27.601156069364166,49.33333333333333,4.0,14.666666666666666,32.0
13.592233009708737,13.915857605177992,16.828478964401295,16.504854368932037,15.533980582524272,7.766990291262136,9.061488673139158,6.796116504854369,29.153094462540714,20.846905537459282,32.73615635179153,17.263843648208468,52.72727272727273,7.2727272727272725,25.454545454545453,14.545454545454545
12.561576354679802,13.30049261083744,17.48768472906404,16.502463054187192,14.532019704433498,8.128078817733991,10.344827586206897,7.142857142857143,25.328083989501312,24.671916010498688,23.62204724409449,26.37795275590551,52.459016393442624,3.278688524590164,18.0327868852459,26.229508196721312
13.701067615658364,16.014234875444842,17.615658362989326,15.12455516014235,13.879003558718862,7.829181494661922,9.430604982206406,6.405693950177937,20.26726057906459,29.732739420935413,25.167037861915368,24.832962138084635,49.03846153846154,3.8461538461538463,21.153846153846153,25.961538461538463
14.035087719298245,15.538847117794486,17.293233082706767,15.538847117794486,13.032581453634084,6.516290726817042,9.523809523809524,8.521303258145362,29.518072289156628,20.481927710843376,30.2710843373494,19.728915662650603,50.0,2.9411764705882355,20.58823529411765,26.47058823529412
17.2,17.2,18.0,17.6,14.0,1.6,6.0,8.4,33.13492063492063,16.865079365079364,31.944444444444443,18.055555555555554,61.111111111111114,5.555555555555555,9.25925925925926,24.074074074074073
10.26315789473684,13.94736842105263,17.894736842105264,16.052631578947366,15.26315789473684,11.842105263157894,11.052631578947368,3.6842105263157894,22.829131652661065,27.170868347338935,21.42857142857143,28.571428571428573,37.03703703703704,4.938271604938271,40.74074074074074,17.28395061728395
12.903225806451612,15.053763440860214,16.129032258064516,13.978494623655912,13.978494623655912,9.677419354838708,10.75268817204301,7.526881720430107,31.70731707317073,18.29268292682927,28.048780487804876,21.95121951219512,40.0,10.0,30.0,20.0
15.320910973084887,15.942028985507248,18.633540372670808,14.906832298136647,12.836438923395447,4.347826086956522,9.730848861283645,8.281573498964804,32.523148148148145,17.47685185185185,23.61111111111111,26.38888888888889,46.46464646464647,3.0303030303030303,19.191919191919194,31.313131313131315
18.502202643171806,18.061674008810574,18.502202643171806,17.180616740088105,14.537444933920705,0.8810572687224669,5.286343612334802,7.048458149779735,29.23728813559322,20.76271186440678,27.25988700564972,22.740112994350284,64.70588235294117,5.88235294117647,5.88235294117647,23.52941176470588
