target_names,direction1,direction2,direction3,direction4,direction5,direction6,direction7,direction8,target
m,13.743218806509946,15.913200723327305,17.72151898734177,16.2748643761302,13.5623869801085,6.6907775768535265,8.679927667269439,7.414104882459313,13
m,12.66025641025641,16.025641025641026,17.62820512820513,15.865384615384617,14.262820512820515,8.814102564102566,9.134615384615385,5.6089743589743595,13
m,15.359477124183007,16.99346405228758,18.627450980392158,12.091503267973856,11.27450980392157,5.392156862745098,11.437908496732026,8.823529411764707,13
m,12.254901960784315,16.176470588235293,17.320261437908496,16.176470588235293,14.705882352941178,9.803921568627452,8.660130718954248,4.901960784313726,13
m,14.524207011686144,16.69449081803005,18.363939899833056,16.026711185308848,14.858096828046744,6.510851419031719,8.013355592654424,5.0083472454090145,13
m,14.364640883977902,16.574585635359117,17.679558011049725,16.022099447513813,13.259668508287294,5.801104972375691,8.287292817679559,8.011049723756907,13
m,15.398886827458256,16.88311688311688,18.36734693877551,14.471243042671613,12.61595547309833,4.823747680890538,9.276437847866418,8.16326530612245,13
m,13.883299798792757,16.700201207243463,17.90744466800805,17.706237424547286,15.895372233400403,7.042253521126761,6.639839034205232,4.225352112676057,13
m,12.770137524557956,16.30648330058939,17.288801571709232,16.110019646365423,14.538310412573672,9.037328094302554,8.447937131630647,5.500982318271119,13
m,16.051660516605168,17.15867158671587,18.634686346863468,12.915129151291513,11.439114391143912,4.059040590405904,10.51660516605166,9.22509225092251,13
m,15.789473684210527,16.066481994459835,19.667590027700832,14.958448753462605,14.681440443213297,4.1551246537396125,9.141274238227147,5.54016620498615,13
m,13.060428849902534,15.594541910331383,17.73879142300195,15.594541910331383,13.255360623781677,7.4074074074074066,9.746588693957115,7.602339181286549,13
m,15.846994535519126,16.393442622950822,18.30601092896175,14.754098360655739,12.295081967213116,3.5519125683060113,9.289617486338798,9.562841530054646,13
m,16.25835189309577,16.70378619153675,18.26280623608018,12.91759465478842,10.02227171492205,2.89532293986637,10.913140311804009,12.02672605790646,13
m,14.352941176470589,16.705882352941178,18.11764705882353,15.76470588235294,14.352941176470589,6.588235294117647,8.235294117647058,5.88235294117647,13
m,14.042553191489361,15.106382978723405,18.29787234042553,16.382978723404257,13.829787234042554,5.531914893617022,9.361702127659575,7.446808510638298,13
m,14.823008849557523,15.92920353982301,18.58407079646018,15.92920353982301,13.053097345132745,4.424778761061948,9.070796460176991,8.185840707964601,13
m,14.814814814814815,16.203703703703702,18.055555555555557,16.203703703703702,13.657407407407408,5.092592592592593,8.333333333333334,7.638888888888889,13
m,14.627659574468085,16.48936170212766,17.819148936170212,13.829787234042552,12.76595744680851,6.382978723404255,10.106382978723405,7.9787234042553195,13
m,12.5,15.931372549019606,17.892156862745097,15.686274509803921,14.950980392156863,9.313725490196077,9.068627450980392,4.656862745098039,13
m,14.078674948240167,16.977225672877847,18.012422360248447,16.149068322981368,14.699792960662526,7.246376811594203,7.6604554865424435,5.175983436853002,13
m,12.145748987854251,15.587044534412955,17.408906882591094,17.00404858299595,15.789473684210526,9.919028340080972,8.097165991902834,4.048582995951417,13
m,14.41048034934498,16.157205240174672,17.90393013100437,16.812227074235807,14.192139737991267,5.676855895196507,7.860262008733625,6.986899563318778,13
m,13.082039911308204,16.62971175166297,17.738359201773836,15.521064301552107,14.634146341463415,8.869179600886918,8.647450110864746,4.878048780487805,13
m,14.893617021276597,16.857610474631752,18.16693944353519,14.402618657937808,12.765957446808512,5.728314238952537,9.49263502454992,7.6923076923076925,13
m,15.827338129496404,16.546762589928058,17.98561151079137,16.30695443645084,12.949640287769785,3.5971223021582737,7.913669064748202,8.872901678657074,13
