target_names,direction1,direction2,direction3,direction4,direction5,direction6,direction7,direction8,left_zone,right_zone,upper_zone,down_zone,horizontal_w_to_b,horizontal_b_to_w,vertical_w_to_b,vertical_b_to_w,target
O,14.194915254237287,16.525423728813557,17.796610169491526,15.677966101694915,12.923728813559322,6.1440677966101696,8.898305084745763,7.838983050847458,25.680272108843536,24.31972789115646,24.404761904761905,25.595238095238095,48.88888888888889,2.2222222222222223,21.11111111111111,27.77777777777778,0
O,14.651162790697674,16.511627906976745,18.13953488372093,16.27906976744186,13.953488372093023,5.5813953488372094,8.13953488372093,6.7441860465116275,26.626712328767123,23.373287671232877,23.63013698630137,26.36986301369863,53.57142857142857,2.380952380952381,20.238095238095237,23.80952380952381,0
O,14.888888888888888,16.444444444444443,17.555555555555554,16.666666666666664,13.555555555555555,5.111111111111111,7.777777777777778,8.0,26.16580310880829,23.83419689119171,24.784110535405873,25.215889464594127,56.62650602409639,2.4096385542168677,15.66265060240964,25.30120481927711,0
O,14.855875831485589,16.62971175166297,17.96008869179601,15.964523281596453,13.082039911308204,5.099778270509978,8.425720620842572,7.982261640798226,25.57726465364121,24.42273534635879,23.534635879218474,26.46536412078153,51.72413793103448,2.2988505747126435,18.39080459770115,27.586206896551722,0
O,15.121951219512194,16.585365853658537,18.048780487804876,16.341463414634145,13.414634146341463,4.634146341463414,8.048780487804878,7.804878048780488,26.850094876660343,23.14990512333966,25.426944971537,24.573055028463,53.75,2.5,17.5,26.25,0
O,14.442013129102845,16.411378555798688,17.72428884026258,15.75492341356674,13.12910284463895,5.908096280087527,8.752735229759299,7.87746170678337,27.504725897920604,22.495274102079396,24.574669187145556,25.425330812854444,53.01204819277109,2.4096385542168677,21.68674698795181,22.89156626506024,0
O,14.163090128755366,15.879828326180258,18.025751072961373,15.665236051502147,12.875536480686696,5.793991416309013,9.44206008583691,8.15450643776824,26.011029411764707,23.988970588235297,23.897058823529413,26.10294117647059,46.66666666666667,2.2222222222222223,22.22222222222222,28.88888888888889,0
O,13.865546218487395,15.966386554621849,17.857142857142858,15.966386554621849,12.815126050420169,6.092436974789916,9.243697478991598,8.193277310924369,24.719101123595507,25.280898876404496,24.53183520599251,25.468164794007492,46.73913043478261,2.1739130434782608,22.82608695652174,28.26086956521739,0
O,14.512471655328799,16.553287981859413,17.913832199546487,16.099773242630388,13.378684807256237,5.6689342403628125,8.390022675736962,7.482993197278912,26.45985401459854,23.54014598540146,23.905109489051096,26.094890510948904,51.76470588235294,2.3529411764705883,20.0,25.88235294117647,0
O,14.798206278026907,16.591928251121075,17.937219730941706,15.919282511210763,13.004484304932737,5.15695067264574,8.52017937219731,8.071748878923767,26.83150183150183,23.168498168498168,24.358974358974358,25.64102564102564,51.162790697674424,2.3255813953488373,18.6046511627907,27.906976744186046,0
O,14.784394250513346,16.2217659137577,17.86447638603696,15.605749486652977,12.73100616016427,5.133470225872689,9.034907597535934,8.624229979466119,26.17391304347826,23.82608695652174,25.043478260869563,24.956521739130434,51.111111111111114,2.2222222222222223,20.0,26.666666666666668,0
O,14.925373134328357,16.631130063965884,18.12366737739872,15.77825159914712,13.219616204690832,5.117270788912579,8.528784648187633,7.67590618336887,26.81034482758621,23.189655172413794,23.27586206896552,26.724137931034484,51.64835164835165,2.197802197802198,18.681318681318682,27.472527472527474,0
O,15.714285714285714,17.38095238095238,18.095238095238095,16.19047619047619,13.571428571428571,4.285714285714286,7.3809523809523805,7.3809523809523805,27.79783393501805,22.202166064981952,24.819494584837546,25.180505415162457,57.3170731707317,2.4390243902439024,14.634146341463413,25.609756097560975,0
O,14.439655172413792,15.948275862068964,18.103448275862068,15.517241379310343,12.71551724137931,5.387931034482758,9.482758620689655,8.405172413793103,25.836431226765797,24.1635687732342,23.884758364312265,26.11524163568773,46.66666666666667,2.2222222222222223,21.11111111111111,30.0,0
O,15.294117647058822,17.176470588235293,18.11764705882353,15.058823529411764,12.705882352941176,4.9411764705882355,8.705882352941176,8.0,26.693227091633464,23.306772908366533,23.50597609561753,26.49402390438247,50.60240963855422,2.4096385542168677,16.867469879518072,30.120481927710845,0
O,15.14423076923077,16.826923076923077,17.78846153846154,15.865384615384615,12.5,4.5673076923076925,8.413461538461538,8.89423076923077,26.35135135135135,23.64864864864865,23.93822393822394,26.06177606177606,51.25,2.5,16.25,30.0,0
