direction1,direction2,direction3,direction4,direction5,direction6,direction7,direction8
13.7984496124031,15.65891472868217,18.294573643410853,14.108527131782946,13.178294573643411,7.441860465116279,10.69767441860465,6.821705426356589
13.75,15.0,17.5,15.0,12.5,6.25,11.25,8.75
12.701612903225806,15.32258064516129,18.14516129032258,15.524193548387096,13.911290322580644,8.266129032258064,10.080645161290322,6.048387096774193
12.925170068027212,15.419501133786849,17.913832199546487,16.099773242630388,13.832199546485262,7.709750566893424,9.523809523809524,6.575963718820862
9.62962962962963,14.629629629629628,17.407407407407405,15.925925925925926,15.925925925925926,13.888888888888888,10.37037037037037,2.2222222222222223
13.68421052631579,14.736842105263158,15.789473684210526,13.68421052631579,14.736842105263158,9.473684210526315,10.526315789473683,7.368421052631579
12.10762331838565,15.919282511210763,17.937219730941706,16.143497757847534,15.695067264573991,10.08968609865471,8.968609865470853,3.1390134529147984
12.844036697247708,14.678899082568808,16.51376146788991,13.761467889908257,11.926605504587156,9.174311926605505,11.926605504587156,9.174311926605505
13.277310924369749,14.11764705882353,18.31932773109244,15.96638655462185,14.453781512605044,7.058823529411765,10.252100840336135,6.5546218487394965
18.666666666666668,18.666666666666668,18.666666666666668,17.6,16.0,1.3333333333333333,4.0,5.066666666666666
13.564668769716087,15.772870662460567,17.981072555205046,16.08832807570978,13.880126182965299,6.940063091482649,9.14826498422713,6.624605678233438
15.75091575091575,16.3003663003663,17.399267399267398,16.84981684981685,12.637362637362637,3.2967032967032965,7.692307692307692,10.073260073260073
16.761363636363637,17.045454545454547,17.613636363636367,16.47727272727273,13.06818181818182,2.272727272727273,7.1022727272727275,9.65909090909091
12.694300518134714,15.025906735751294,18.134715025906733,16.06217616580311,14.248704663212434,8.031088082901555,9.844559585492227,5.958549222797927
16.99346405228758,17.647058823529413,18.30065359477124,17.973856209150327,15.032679738562091,2.287581699346405,5.228758169934641,6.5359477124183005
13.900414937759336,16.597510373443985,18.257261410788384,12.448132780082988,11.20331950207469,7.261410788381744,11.825726141078839,8.506224066390041
18.25192802056555,18.25192802056555,18.50899742930591,17.480719794344473,15.938303341902312,1.7994858611825193,4.370179948586118,5.3984575835475574
12.62135922330097,15.857605177993527,17.79935275080906,15.857605177993527,14.239482200647249,8.737864077669903,9.385113268608414,5.501618122977346
14.669421487603307,16.528925619834713,18.181818181818183,16.115702479338843,14.462809917355372,5.991735537190083,8.057851239669422,5.991735537190083
11.470113085621971,13.893376413570275,18.416801292407108,14.539579967689823,13.893376413570275,9.854604200323102,12.116316639741518,5.815831987075929
13.559322033898304,16.10169491525424,18.07909604519774,14.124293785310735,12.429378531073446,7.344632768361582,10.73446327683616,7.627118644067797
17.467248908296945,17.90393013100437,17.90393013100437,16.157205240174672,14.847161572052402,3.056768558951965,6.11353711790393,6.550218340611354
13.053613053613052,15.15151515151515,18.414918414918414,13.752913752913752,12.354312354312354,7.692307692307692,11.888111888111888,7.692307692307692
14.782608695652174,16.08695652173913,18.043478260869566,15.869565217391305,14.130434782608695,5.6521739130434785,8.478260869565217,6.956521739130435
12.688172043010752,14.838709677419356,18.06451612903226,13.763440860215054,12.473118279569892,8.387096774193548,12.043010752688172,7.741935483870968
13.35149863760218,14.986376021798367,17.983651226158038,15.53133514986376,13.896457765667577,7.3569482288828345,10.08174386920981,6.811989100817439
10.50903119868637,14.942528735632184,17.569786535303777,14.44991789819376,13.957307060755337,12.151067323481117,11.658456486042693,4.761904761904762
14.285714285714285,16.666666666666668,16.666666666666668,13.095238095238095,13.095238095238095,8.333333333333334,10.714285714285714,7.142857142857142
11.854684512428298,12.810707456978967,18.164435946462714,16.252390057361378,15.48757170172084,8.98661567877629,11.089866156787762,5.353728489483747
18.333333333333332,18.333333333333332,18.666666666666664,17.0,15.0,1.0,5.0,6.666666666666666
12.332439678284183,15.281501340482574,17.962466487935657,15.549597855227884,13.941018766756033,8.847184986595174,10.187667560321715,5.898123324396783
15.334773218142548,15.982721382289416,17.92656587473002,16.414686825053995,12.958963282937365,3.67170626349892,8.423326133909287,9.287257019438444
17.44186046511628,18.313953488372093,18.6046511627907,16.27906976744186,14.24418604651163,2.3255813953488373,6.104651162790698,6.686046511627907
13.390313390313391,16.524216524216524,17.94871794871795,14.52991452991453,13.105413105413106,7.977207977207978,9.971509971509972,6.552706552706553
15.680473372781066,15.976331360946746,16.86390532544379,13.905325443786984,11.538461538461538,5.029585798816568,10.059171597633137,10.946745562130179
14.768683274021353,16.370106761565836,17.971530249110323,15.658362989323845,12.98932384341637,5.338078291814947,8.896797153024911,8.007117437722421
18.032786885245905,17.759562841530055,18.032786885245905,16.939890710382514,15.027322404371587,1.912568306010929,5.191256830601094,7.103825136612023
15.848214285714286,16.964285714285715,17.857142857142858,15.401785714285715,12.946428571428573,4.241071428571429,8.258928571428571,8.482142857142858
12.75,15.5,18.0,15.25,13.5,8.25,10.25,6.5
18.491484184914842,18.734793187347933,19.221411192214113,13.868613138686133,12.408759124087592,0.9732360097323601,7.785888077858881,8.51581508515815
12.418300653594772,15.359477124183007,17.647058823529413,16.33986928104575,14.052287581699346,8.49673202614379,9.477124183006536,6.209150326797386
15.555555555555555,15.11111111111111,18.666666666666664,16.88888888888889,15.555555555555555,4.444444444444445,8.0,5.777777777777778
13.803680981595093,16.87116564417178,17.791411042944787,14.723926380368098,12.883435582822086,7.361963190184049,9.50920245398773,7.0552147239263805
18.5,18.0,18.5,17.0,14.5,1.0,5.5,7.0
12.912087912087912,15.109890109890111,18.131868131868135,14.285714285714286,12.637362637362639,7.967032967032968,11.53846153846154,7.417582417582418
10.201342281879194,13.288590604026846,17.71812080536913,14.76510067114094,13.95973154362416,11.812080536912752,12.61744966442953,5.6375838926174495
12.871287128712872,13.861386138613861,16.831683168316832,13.861386138613861,13.861386138613861,8.910891089108912,11.881188118811881,7.920792079207921
13.871635610766047,15.942028985507248,18.012422360248447,14.906832298136647,12.422360248447205,6.418219461697723,10.144927536231885,8.281573498964804
17.741935483870968,17.741935483870968,18.279569892473116,16.129032258064516,13.978494623655912,2.150537634408602,6.451612903225806,7.526881720430107
15.086206896551722,16.594827586206897,18.534482758620687,14.439655172413792,12.71551724137931,5.172413793103448,9.698275862068964,7.758620689655172
18.42105263157895,18.75,18.75,17.10526315789474,14.80263157894737,0.986842105263158,4.934210526315789,6.25
11.538461538461537,14.102564102564102,17.94871794871795,15.897435897435896,13.846153846153845,9.23076923076923,11.025641025641026,6.41025641025641
12.609457092819614,14.8861646234676,18.038528896672503,14.360770577933451,12.959719789842381,8.40630472854641,11.38353765323993,7.355516637478108
12.78409090909091,15.340909090909092,18.181818181818183,14.772727272727273,13.352272727272728,8.238636363636365,10.795454545454547,6.53409090909091
17.883211678832115,17.883211678832115,18.613138686131386,17.883211678832115,15.328467153284672,1.4598540145985401,4.744525547445256,6.204379562043796
13.06818181818182,15.340909090909092,18.181818181818183,14.772727272727273,13.06818181818182,7.670454545454546,10.795454545454547,7.1022727272727275
13.380281690140846,15.492957746478874,18.309859154929576,13.380281690140846,11.737089201877934,7.276995305164319,11.971830985915494,8.450704225352112
17.77777777777778,18.22222222222222,18.666666666666664,16.0,14.666666666666666,2.2222222222222223,6.222222222222221,6.222222222222221
13.073394495412845,17.431192660550458,17.201834862385322,15.366972477064222,14.908256880733946,9.862385321100918,8.027522935779817,4.128440366972478
10.869565217391305,13.043478260869565,17.391304347826086,16.304347826086957,14.130434782608695,9.782608695652174,11.956521739130434,6.521739130434782
11.383928571428571,12.276785714285715,18.75,17.857142857142858,16.74107142857143,8.928571428571429,10.267857142857144,3.794642857142857
18.208955223880594,18.208955223880594,18.208955223880594,16.417910447761194,15.522388059701491,2.6865671641791042,5.074626865671641,5.671641791044776
14.285714285714285,16.483516483516482,17.94871794871795,16.117216117216117,13.919413919413918,6.227106227106226,8.424908424908425,6.593406593406593
15.226337448559672,16.049382716049383,17.48971193415638,17.283950617283953,13.786008230452675,4.320987654320988,7.407407407407407,8.436213991769547
18.072289156626507,18.072289156626507,18.373493975903617,17.7710843373494,17.168674698795183,2.7108433734939763,3.91566265060241,3.91566265060241
12.944983818770226,15.210355987055015,18.122977346278315,14.88673139158576,13.592233009708737,8.090614886731391,10.679611650485436,6.472491909385113
14.663951120162935,16.70061099796334,17.922606924643585,15.071283095723015,13.238289205702648,6.109979633401222,8.961303462321792,7.331975560081467
15.75492341356674,16.411378555798688,18.599562363238512,15.317286652078774,12.910284463894968,3.719912472647702,8.971553610503282,8.315098468271335
13.35149863760218,14.986376021798367,18.25613079019074,15.80381471389646,13.623978201634879,6.811989100817439,10.08174386920981,7.084468664850137
17.5,18.125,17.8125,16.25,13.4375,2.1875,6.25,8.4375
13.385826771653543,16.010498687664043,18.11023622047244,14.960629921259843,13.385826771653543,7.611548556430446,9.973753280839896,6.561679790026247
16.25,16.25,18.333333333333336,17.083333333333336,15.0,3.75,7.083333333333334,6.25
15.643564356435645,16.831683168316832,18.415841584158418,14.257425742574258,11.881188118811881,4.158415841584159,9.702970297029703,9.10891089108911
15.47085201793722,16.81614349775785,18.161434977578477,16.143497757847534,13.67713004484305,4.4843049327354265,7.8475336322869955,7.399103139013453
18.484848484848484,18.181818181818183,18.78787878787879,16.96969696969697,14.84848484848485,1.2121212121212122,5.151515151515151,6.363636363636364
